"","Year","ID1","code","ASAL","AvgTemp_MarMay","SDTemp_MarMay","Cum_DD_MarMay","HeatWDays_MarMay","MaxTemp_MarMay","AvgTemp_MarAug","SDTemp_MarAug","Cum_DD_MarAug","HeatWDays_MarAug","MaxTemp_MarAug","AvgTemp_OctDec","SDTemp_OctDec","Cum_DD_OctDec","HeatWDays_OctDec","MaxTemp_OctDec","SeasRain_MarMay","Prec2Months_MarMay","PrecStDev_MarMay","PrecCoefVar_MarMay","DrySpell_MarMay","DrSpell10_MarMay","DrSpell20_MarMay","MaxRain_MarMay","SeasRain_MarAug","Prec2Months_MarAug","PrecStDev_MarAug","PrecCoefVar_MarAug","DrySpell_MarAug","DrSpell10_MarAug","DrSpell20_MarAug","MaxRain_MarAug","SeasRain_OctDec","Prec2Months_OctDec","PrecStDev_OctDec","PrecCoefVar_OctDec","DrySpell_OctDec","DrSpell10_OctDec","DrSpell20_OctDec","MaxRain_OctDec","DrySpell4_MAM","DrySpell4_MAMJJA","DrySpell4_OND","HeatWDays_Mar","HeatWDays_Apr","HeatWDays_May","HeatWDays_Jun","HeatWDays_Jul","HeatWDays_Aug","HeatWDays_Sep","HeatWDays_Oct","HeatWDays_Nov","HeatWDays_Dec","DrySpell10_Mar","DrySpell4_Mar","DrySpell10_Apr","DrySpell4_Apr","DrySpell10_May","DrySpell4_May","DrySpell10_Jun","DrySpell4_Jun","DrySpell10_Jul","DrySpell4_Jul","DrySpell10_Aug","DrySpell4_Aug","DrySpell10_Sep","DrySpell4_Sep","DrySpell10_Oct","DrySpell4_Oct","DrySpell10_Nov","DrySpell4_Nov","DrySpell10_Dec","DrySpell4_Dec","name","Admin1","county","Admin2","Area","Yield","MT","west1","AvgTemp_OctDec_L1","SDTemp_OctDec_L1","Cum_DD_OctDec_L1","HeatWDays_OctDec_L1","MaxTemp_OctDec_L1","SeasRain_OctDec_L1","Prec2Months_OctDec_L1","PrecStDev_OctDec_L1","PrecCoefVar_OctDec_L1","DrySpell_OctDec_L1","DrSpell10_OctDec_L1","DrSpell20_OctDec_L1","MaxRain_OctDec_L1","DrySpell4_OND_L1","HeatWDays_Sep_L1","HeatWDays_Oct_L1","HeatWDays_Nov_L1","HeatWDays_Dec_L1","DrySpell10_Sep_L1","DrySpell4_Sep_L1","DrySpell10_Oct_L1","DrySpell4_Oct_L1","DrySpell10_Nov_L1","DrySpell4_Nov_L1","DrySpell10_Dec_L1","DrySpell4_Dec_L1"
"42-1992","1992","42",51386,0,16.6,1.2,1531.5,0,23.7,15.3,1.7,2809.4,0,21.9,15.4,0.6,959.2,0,22.3,314.2,205.7,8.8,2.6,18.6,2.8,0.1,50.5,557.4,205.7,7.6,2.5,19.9,4,0.4,51.7,247.5,161.1,6.3,2.3,13.6,1.4,0,34.4,6.5,12.3,7.2,0,0,0,0,0,0,0,0,0,0,1.6,2.3,0.2,2.1,0.9,2.2,0.1,2.3,0.3,1.7,0.5,2.1,0.8,2.2,0.2,2.3,0.4,2.3,0.5,2.7,"Nakuru","Rift Valley","Nakuru","Nakuru",53371,2.61,129644.64,1,15.2,0.7,1397.5,0,22.4,195.1,136.6,7.9,3.8,21.9,2.6,1,58.6,5.7,0,0,0,0,0.5,2.6,0.8,2.5,0.7,1.7,1,2.3
"42-1993","1993","42",51386,0,16.1,0.8,1479.2,0,23.3,15.1,1.2,2784.2,0,21.9,15.9,0.6,1467.3,0,23.2,206.5,96.6,6,2.7,19.9,2.1,1,36.8,382.1,96.6,6.1,3.1,25,4.2,1.6,48.1,150.4,110.4,3.5,2.2,12.6,1.1,0,19.3,5.8,12.3,8,0,0,0,0,0,0,0,0,0,0,0.8,2.8,1,1.8,0.5,1.9,1,1.6,0.3,2.7,0.4,3.1,0.8,2.3,0.4,3.1,0.1,2.5,0.6,2.3,"Nakuru",NA,NA,NA,NA,NA,NA,NA,15.4,0.6,959.2,0,22.3,247.5,161.1,6.3,2.3,13.6,1.4,0,34.4,7.2,0,0,0,0,0.8,2.2,0.2,2.3,0.4,2.3,0.5,2.7
"42-1994","1994","42",51386,0,16.3,0.8,1500.6,0,23.1,15.2,1.3,2805,0,21.7,15.5,0.6,1422.5,0,22.3,355.2,224.6,8.1,2.2,15.7,1.7,0.2,48.8,608.8,224.6,7.3,2.3,18.1,3.8,0.3,50,239.1,209.7,6.3,2.5,10.9,1,0,36.4,6,12.3,7.1,0,0,0,0,0,0,0,0,0,0,0.5,2.8,0.5,1.4,0.5,2.1,0.9,2.1,0.5,2.6,0.3,2.3,0.9,2.1,0.3,1.9,0.1,2.1,0.5,3,"Nakuru","Rift Valley","Nakuru","Nakuru",63460,2.25,142785,1,15.9,0.6,1467.3,0,23.2,150.4,110.4,3.5,2.2,12.6,1.1,0,19.3,8,0,0,0,0,0.8,2.3,0.4,3.1,0.1,2.5,0.6,2.3
"42-1995","1995","42",51386,0,16.2,0.6,1492.3,0,23,15.4,1.1,2826.3,0,22,15.3,0.6,1404.5,0,22.3,390.9,264.9,10.1,2.4,17.9,2.2,0.3,54.2,592.6,264.9,8.5,2.6,21.4,4.5,0.6,54.9,248.9,201.7,6.3,2.4,12.1,1.1,0.1,38,5.8,11.6,5.9,0,0,0,0,0,0,0,0,0,0,0.7,2.1,0.6,2.6,0.6,1.7,0.4,2.2,1,1.4,0.9,2.1,0.8,1.4,0.4,1.8,0.2,2,0.3,2.6,"Nakuru",NA,NA,NA,NA,NA,NA,NA,15.5,0.6,1422.5,0,22.3,239.1,209.7,6.3,2.5,10.9,1,0,36.4,7.1,0,0,0,0,0.9,2.1,0.3,1.9,0.1,2.1,0.5,3
"42-1996","1996","42",51386,0,16.4,0.7,1508.3,0,23.1,15.2,1.4,2796.7,0,21.5,15.6,0.8,1439.5,0,22.8,270.2,181.6,8.1,2.7,20.5,2,0.4,51.9,598.8,181.6,8.4,2.7,23.9,4.2,0.9,61.7,182.9,157.7,4.8,2.5,11.6,1.4,0,29.3,5.9,10.5,8.2,0,0,0,0,0,0,0,0,0,0,0.8,2.1,0.7,1.7,0.3,2.2,1,2,0.6,2.5,0.9,1.4,0.6,2.3,0.3,2.5,0.4,2.2,0.7,3.5,"Nakuru",NA,NA,NA,NA,NA,NA,NA,15.3,0.6,1404.5,0,22.3,248.9,201.7,6.3,2.4,12.1,1.1,0.1,38,5.9,0,0,0,0,0.8,1.4,0.4,1.8,0.2,2,0.3,2.6
"42-1997","1997","42",51386,0,16.3,1.4,1497.2,0,23.2,15.5,1.3,2853.7,0,22.1,15.5,0.6,1424,0,21.4,457.1,366.2,9.9,2,22.3,2,0.9,48.2,705.6,366.2,9.2,2.4,30.7,4.6,2.1,56.1,440.5,345.2,8.8,1.8,10.7,1.1,0,45.5,3.9,8.7,5.1,0,0,0,0,0,0,0,0,0,0,1,1.2,0,0.6,1,2,0.9,2,1,2.2,1,1.5,0.4,3,0.1,1.4,0.2,1.5,0.8,2.1,"Nakuru","Rift Valley","Nakuru","Nakuru",65540,1.54,101160,1,15.6,0.8,1439.5,0,22.8,182.9,157.7,4.8,2.5,11.6,1.4,0,29.3,8.2,0,0,0,0,0.6,2.3,0.3,2.5,0.4,2.2,0.7,3.5
"42-1998","1998","42",51386,0,16.8,0.7,1542.2,0,23.5,15.5,1.5,2851.6,0,21.8,15.7,0.5,1441,0,23.2,421.3,188.6,9.7,2.1,14.5,2.1,0.1,48,669.1,188.6,8.9,2.5,19.9,4.9,0.6,58.3,159.9,137.2,4.4,2.5,16.7,1.4,0.3,26.5,6.9,13.4,7.8,0,0,0,0,0,0,0,0,0,0,1,2.9,0,2.6,0.3,2,1,1.2,0.4,2.6,0.4,2.9,0.7,2.5,0.5,2.3,0.2,2.7,0.6,3.4,"Nakuru","Rift Valley","Nakuru","Nakuru",59100,2.34,138393,1,15.5,0.6,1424,0,21.4,440.5,345.2,8.8,1.8,10.7,1.1,0,45.5,5.1,0,0,0,0,0.4,3,0.1,1.4,0.2,1.5,0.8,2.1
"42-1999","1999","42",51386,0,16.1,0.9,1478.4,0,22.9,15.2,1.1,2805,0,21.9,15.3,0.7,1404,0,21.8,303.3,249.3,6.4,1.9,10.9,0.8,0,37.8,485.3,249.3,6.5,2.5,17.7,3.5,0.4,50.9,245.8,177,7.6,2.7,16.3,1.5,0.2,51,6.8,13.2,6.9,0,0,0,0,0,0,0,0,0,0,0.2,2,0.1,2,0.6,2.8,0.3,2.3,1.3,2.1,0.8,2.3,1,2.8,0.5,2.6,0.2,1.8,0.8,2.5,"Nakuru","Rift Valley","Nakuru","Nakuru",65000,1.04,67437,1,15.7,0.5,1441,0,23.2,159.9,137.2,4.4,2.5,16.7,1.4,0.3,26.5,7.8,0,0,0,0,0.7,2.5,0.5,2.3,0.2,2.7,0.6,3.4
"42-2000","2000","42",51386,0,16.8,0.7,1543.1,0,21.6,15.6,1.3,2877.4,0,21,15.7,0.5,1445.7,0,22.4,170.1,104.6,4.8,2.6,15.6,1.4,0.2,30.1,347,104.6,5,2.7,19.4,3.4,0.7,37.2,257.9,208,6.3,2.3,16.6,3,0.1,31.3,8.8,16.5,6.7,0,0,0,0,0,0,0,0,0,0,1,2.6,0.1,3.9,0.3,2.4,0.1,2.5,0.6,2.6,0.8,2.5,0.2,3.1,0.9,2.1,0.6,2.1,0.8,3,"Nakuru","Rift Valley","Nakuru","Nakuru",63000,0.37,23607,1,15.3,0.7,1404,0,21.8,245.8,177,7.6,2.7,16.3,1.5,0.2,51,6.9,0,0,0,0,1,2.8,0.5,2.6,0.2,1.8,0.8,2.5
"42-2001","2001","42",51386,0,15.6,0.5,1436.5,0,23.2,14.9,1,2733.9,0,21.8,15.6,0.6,1432.5,0,22.4,375.6,298.7,8.2,2,14.9,2.1,0,40.2,626.4,298.7,7.6,2.3,16.5,4.1,0.1,45.1,229.6,202.3,7.6,3.1,14.9,2.4,0.1,54.4,5.7,12,6.4,0,0,0,0,0,0,0,0,0,0,0.9,2.2,0.8,1.4,0.4,2.1,0.8,2,0.8,2.6,0.4,1.6,0.5,2.6,1.1,1.7,0.6,1.5,0.6,3.2,"Nakuru","Rift Valley","Nakuru","Nakuru",65300,2.48,162162,1,15.7,0.5,1445.7,0,22.4,257.9,208,6.3,2.3,16.6,3,0.1,31.3,6.7,0,0,0,0,0.2,3.1,0.9,2.1,0.6,2.1,0.8,3
"42-2002","2002","42",51386,0,16.1,0.8,1484.8,0,23.8,15.2,1.2,2798.8,0,21.9,15.5,0.7,1424.1,0,22.3,445.9,287.5,11.2,2.3,23.9,2.4,1.1,59.6,597.4,287.5,8.7,2.7,29.3,3.6,1.4,59.8,384.3,210.8,10.3,2.5,22.2,1.1,0.6,68.8,4.4,11.2,4.8,0,0,0,0,0,0,0,0,0,0,0.9,1.6,0.7,1.9,1.1,1.2,0.8,2.3,0.3,2.6,0.2,2.9,0.1,3.2,0,1.6,0.4,2.3,1,1.4,"Nakuru","Rift Valley","Nakuru","Nakuru",60320.81,1.58,95059,1,15.6,0.6,1432.5,0,22.4,229.6,202.3,7.6,3.1,14.9,2.4,0.1,54.4,6.4,0,0,0,0,0.5,2.6,1.1,1.7,0.6,1.5,0.6,3.2
"42-2003","2003","42",51386,0,16.6,1,1529.4,0,23.3,15.4,1.5,2838.4,0,21.9,15.8,0.7,1454.8,0,23.2,486.3,222,10.2,1.9,18.9,1.8,0.6,46.8,756.2,222,9.1,2.2,21.2,4.3,1,50.6,196.1,157.7,4.7,2.3,14.4,1.3,0.4,27.2,5.3,11.5,6.7,0,0,0,0,0,0,0,0,0,0,1,1.6,0.4,2.2,0.3,1.5,0.7,2.3,0.7,1.6,1,2.1,0.1,2.7,0.1,2.1,0.3,2.4,0.9,2.7,"Nakuru","Rift Valley","Nakuru","Nakuru",55721.28,1.63,90828.53,1,15.5,0.7,1424.1,0,22.3,384.3,210.8,10.3,2.5,22.2,1.1,0.6,68.8,4.8,0,0,0,0,0.1,3.2,0,1.6,0.4,2.3,1,1.4
"42-2004","2004","42",51386,0,16.4,1,1511.5,0,23.1,15.4,1.3,2838.1,0,21.7,15.8,0.6,1452.8,0,22.3,425.1,298,10,2.1,19.7,2.8,0.6,54.3,557.9,298,7.9,2.6,25.5,4.4,1.1,55,228.1,153.8,5.5,2.3,11,0.5,0.1,33,4.7,11.3,7.3,0,0,0,0,0,0,0,0,0,0,1.4,2,0.2,1.7,1,1,1.1,2.3,0.7,2.5,0.4,2.6,1,2.2,0.1,2.7,0.2,2.2,0.2,2.4,"Nakuru","Rift Valley","Nakuru","Nakuru",60170,1.75,105288,1,15.8,0.7,1454.8,0,23.2,196.1,157.7,4.7,2.3,14.4,1.3,0.4,27.2,6.7,0,0,0,0,0.1,2.7,0.1,2.1,0.3,2.4,0.9,2.7
"42-2005","2005","42",51386,0,16.8,1,1549.1,0,23,15.5,1.6,2858.9,0,22,16.4,0.6,1506.4,0,22.4,382.4,216.7,9.3,2.2,15.5,2.2,0,50,576.5,216.7,8,2.6,17.4,4.5,0.1,54.2,146.7,117.1,3.8,2.4,24.5,1.6,0.9,22.2,5.7,13.3,5.8,0,0,0,0,0,0,0,0,0,0,0.9,2,0.5,2.1,0.4,1.7,0.6,2,0.7,2.3,0.5,2.5,0.9,2.4,0.3,2.6,0.3,2.1,1,1.1,"Nakuru","Rift Valley","Nakuru","Nakuru",68025,2.57,174502,1,15.8,0.6,1452.8,0,22.3,228.1,153.8,5.5,2.3,11,0.5,0.1,33,7.3,0,0,0,0,1,2.2,0.1,2.7,0.2,2.2,0.2,2.4
"42-2006","2006","42",51386,0,16.3,0.8,1504.2,0,23.2,15.6,1,2864,0,21.6,15.8,0.6,1451.1,0,22.8,425.1,290.8,9.7,2.1,14.9,1.1,0.1,51.9,603.1,290.8,7.9,2.4,18.5,3.1,0.6,51.9,403.3,269.8,9,2.1,16.5,1.9,0.3,49.4,6.1,13.2,5.2,0,0,0,0,0,0,0,0,0,0,0.9,2.1,0,1.8,0.1,2.4,0.1,2.2,0.6,2.3,0.6,2.2,0.2,2.2,0.7,1.9,0.5,1.2,0.7,2,"Nakuru","Rift Valley","Nakuru","Nakuru",66451,2.23,148180,1,16.4,0.6,1506.4,0,22.4,146.7,117.1,3.8,2.4,24.5,1.6,0.9,22.2,5.8,0,0,0,0,0.9,2.4,0.3,2.6,0.3,2.1,1,1.1
"42-2007","2007","42",51386,0,16.4,0.7,1509.8,0,23.2,15.3,1.3,2816.8,0,22.1,15.7,0.4,1443.6,0,21.4,323.6,194.9,10.2,2.8,17.5,2.7,0.7,67.5,616.3,194.9,9,2.8,30.2,4.5,1.4,70.6,159,131.1,3.8,2.3,12.6,1.1,0.1,22.7,5.9,10.5,6.8,0,0,0,0,0,0,0,0,0,0,1,2.4,0.4,2,0.8,2.3,0.7,1.8,0.9,1.3,0.6,1.8,0.6,1.9,0.2,2.2,0.1,1.8,0.6,2.9,"Nakuru","Rift Valley","Nakuru","Nakuru",69881,2.43,169767.63,1,15.8,0.6,1451.1,0,22.8,403.3,269.8,9,2.1,16.5,1.9,0.3,49.4,5.2,0,0,0,0,0.2,2.2,0.7,1.9,0.5,1.2,0.7,2
"42-2008","2008","42",51386,0,16.1,0.8,1480,0,23.4,15.2,1.1,2799.6,0,21.8,15.9,0.7,1459.1,0,23.2,267.5,205,5.9,2,14.4,2,0,34.5,409.5,205,5.2,2.3,16.5,4.7,0.2,38.7,247,225.1,6.7,2.5,22.3,2.2,0.5,36,5.6,12.2,5.4,0,0,0,0,0,0,0,0,0,0,0.8,1.6,0,2.3,0.1,2.5,0.8,1.8,0.6,2.5,0.6,2.3,0.1,2.2,0.6,1.9,1,1.5,0.7,2.4,"Nakuru","Rift Valley","Nakuru","Nakuru",64049.66,2.15,137713.23,1,15.7,0.4,1443.6,0,21.4,159,131.1,3.8,2.3,12.6,1.1,0.1,22.7,6.8,0,0,0,0,0.6,1.9,0.2,2.2,0.1,1.8,0.6,2.9
"42-2009","2009","42",51386,0,17.2,1,1579.4,0,22.9,16.2,1.3,2973.4,0,21.8,16.3,0.6,1497.6,0,21.8,306.3,143.9,8.5,2.6,22.3,2,0.6,45.6,398.5,143.9,6.6,3.1,24.3,5.2,1,45.7,321.4,168.3,7.2,2.1,10.5,1.2,0,38.2,6.6,13.7,6.6,0,0,0,0,0,0,0,0,0,0,1.2,1.5,0.6,2.7,0.1,2.4,1.1,2,0.6,2.8,1.6,2.5,0.3,1.9,0.4,2.2,0.2,1.6,0.5,2,"Nakuru","Rift Valley","Nakuru","Nakuru",71038.6,0.96,68171.94,1,15.9,0.7,1459.1,0,23.2,247,225.1,6.7,2.5,22.3,2.2,0.5,36,5.4,0,0,0,0,0.1,2.2,0.6,1.9,1,1.5,0.7,2.4
"42-2010","2010","42",51386,0,16.6,0.6,1524.1,0,22.9,15.6,1.1,2876.1,0,21.9,16.1,0.5,1477.1,0,23.5,551.8,356.3,11.4,1.9,13.4,1.3,0,57.5,769,356.3,9.3,2.3,14.9,2.9,0.2,62,190.6,155.4,4.8,2.4,18.9,1.6,0.5,28.2,5.4,12,6.5,0,0,0,0,0,0,0,0,0,0,0.9,1,0,2.2,0.4,2.2,0.3,2.2,0.9,2.4,0.3,1.9,0.1,1.8,0,1.9,0.4,2.5,1,2.4,"Nakuru","Rift Valley","Nakuru","Nakuru",78925,3.15,248274.27,1,16.3,0.6,1497.6,0,21.8,321.4,168.3,7.2,2.1,10.5,1.2,0,38.2,6.6,0,0,0,0,0.3,1.9,0.4,2.2,0.2,1.6,0.5,2
"42-2011","2011","42",51386,0,16.9,0.8,1554.5,0,24.3,15.9,1.2,2933.4,0,23,15.7,0.6,1441.2,0,22.4,263.7,164.6,7.4,2.6,16.9,3.2,0.2,43.2,609.2,164.6,7.5,2.3,20.4,6,0.7,45.8,360.7,283.4,10.1,2.6,22.6,3.3,0.7,52.5,6.3,11.7,5.3,0,0,0,0,0,0,0,0,0,0,1,1.9,0.9,1.8,1.2,2.2,0.6,2,1,1.7,0.3,2.4,0.5,1.7,1.4,2.4,0.9,1.3,1,1.7,"Nakuru","Rift Valley","Nakuru","Nakuru",90740,2.9,263425.05,1,16.1,0.5,1477.1,0,23.5,190.6,155.4,4.8,2.4,18.9,1.6,0.5,28.2,6.5,0,0,0,0,0.1,1.8,0,1.9,0.4,2.5,1,2.4
"42-2012","2012","42",51386,0,16.4,1.2,1512.8,0,23.9,15.4,1.4,2833.7,0,22.2,15.7,0.6,1448.1,0,22.9,590.9,338.3,10.3,1.6,24.1,1.2,1,43.6,869.5,338.3,8.8,1.9,24.4,3.9,1.1,44.2,310.9,213.6,9.5,2.8,31.4,1.7,1,60.3,3.3,8.8,5.2,0,0,0,0,0,0,0,0,0,0,1,1.2,0,0.3,0.2,1.7,0.9,2.3,0.2,2.5,0.4,2.2,1,2.4,0.4,2.4,0.7,1.9,1,1.3,"Nakuru","Rift Valley","Nakuru","Nakuru",89649,3.38,302565.38,1,15.7,0.6,1441.2,0,22.4,360.7,283.4,10.1,2.6,22.6,3.3,0.7,52.5,5.3,0,0,0,0,0.5,1.7,1.4,2.4,0.9,1.3,1,1.7
"42-2013","2013","42",51386,0,16.3,1.1,1504,0,23.4,15.3,1.4,2807.1,0,22,15.9,0.6,1463.6,0,22.8,571.6,474.6,9.7,1.6,13.9,1.2,0,41.3,840.1,474.6,8.4,1.9,18,3.8,0.4,43,263.9,150.8,7.6,2.7,14.7,2.2,0,46.7,4.9,10.3,7.1,0,0,0,0,0,0,0,0,0,0,0.7,2.3,0,0,0.6,2.2,0.9,2.2,0.4,2.1,1.1,1.9,0.7,2.3,0.3,2.8,0.3,3.1,1,1.9,"Nakuru","Rift Valley","Nakuru","Nakuru",90690,2.58,234252.27,1,15.7,0.6,1448.1,0,22.9,310.9,213.6,9.5,2.8,31.4,1.7,1,60.3,5.2,0,0,0,0,1,2.4,0.4,2.4,0.7,1.9,1,1.3
"42-2014","2014","42",51386,0,16.6,0.7,1524.1,0,23.8,15.8,1.1,2902.6,0,22.6,16.1,0.6,1482.5,0,23.3,270.9,178.1,7.6,2.6,13.1,1.8,0,53,523.2,178.1,7.2,2.5,15.7,3,0.2,55.7,234.5,171.4,7.1,2.7,18.2,2.4,0.5,44.2,7.1,15.5,6.7,0,0,0,0,0,0,0,0,0,0,1,2.7,0.1,2.5,0.3,2.3,0.1,2.4,0.1,4.4,0.8,2,1,1.5,1.2,2.1,0.4,2.3,0.9,2.4,"Nakuru","Rift Valley","Nakuru","Nakuru",86504,1.85,160378.42,1,15.9,0.6,1463.6,0,22.8,263.9,150.8,7.6,2.7,14.7,2.2,0,46.7,7.1,0,0,0,0,0.7,2.3,0.3,2.8,0.3,3.1,1,1.9
"43-1981","1981","43",51388,1,18.4,1.1,1694.4,0,24.9,17.6,1.3,3229.4,0,23.8,18.6,0.6,1710.4,0,24.9,545.6,419.7,8.3,1.4,11.4,0.9,0,36.3,712.6,419.7,6.6,1.8,15.9,2.4,0.4,36.3,155.8,90.5,3.7,2.2,14.2,1.6,0.1,19.1,4.1,10.1,7.6,0,0,0,0,0,0,0,0,0,0,0.5,1.7,0,0.9,0.4,1.5,0.6,1.7,0.5,2.3,0.4,2.1,0.8,1.7,0.6,2.9,0.2,2.4,0.4,2.7,"Narok","Rift Valley","Narok","Narok",18396,3.15,57947,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43-1982","1982","43",51388,1,18.9,1.3,1743.3,0,25,18,1.4,3318.3,0,24.3,18,0.6,1651.5,0,25.8,309,219.3,6.4,1.9,11,0.8,0,33.3,447.2,219.3,5.4,2.3,19.6,3.5,0.2,34.3,369.8,252.7,8,2,13.3,1.2,0.2,43.7,7.2,13.5,6.3,0,0,0,0,0,0,0,0,0,0,0.6,2.8,0,1.7,0.2,2.6,0.5,2.6,1,1.4,0.7,2.2,0.5,2.2,0.6,1.9,0.5,1.7,0.1,2.7,"Narok","Rift Valley","Narok","Narok",16025,2.25,36056,1,18.6,0.6,1710.4,0,24.9,155.8,90.5,3.7,2.2,14.2,1.6,0.1,19.1,7.6,0,0,0,0,0.8,1.7,0.6,2.9,0.2,2.4,0.4,2.7
"43-1983","1983","43",51388,1,19.6,1,1802.6,0,25.6,18.5,1.4,3399.3,0,24.8,18.2,0.5,1678.1,0,25.1,264.1,202.8,6.5,2.4,16,1.7,0.3,37.4,456.2,202.8,5.9,2.5,23,4,1,39.8,226.2,144.2,6,2.5,21.9,2.3,0.7,33.9,6.3,11.4,5.2,0,0,0,0,0,0,0,0,0,0,0.3,2.9,0.9,1.5,0.4,2.4,0.2,2.4,1.1,2.4,0.7,1.7,0.5,2.5,0.4,2.5,1.3,2.2,0.9,1.6,"Narok","Rift Valley","Narok","Narok",12769,3.22,41067,1,18,0.6,1651.5,0,25.8,369.8,252.7,8,2,13.3,1.2,0.2,43.7,6.3,0,0,0,0,0.5,2.2,0.6,1.9,0.5,1.7,0.1,2.7
"43-1984","1984","43",51388,1,19.1,0.9,1760.3,0,24.5,18,1.3,3320.5,0,23.8,18.1,0.6,1661.1,0,24.9,200.9,174.2,5.3,2.5,21.8,2.7,0.9,29.2,352.7,174.2,4.6,2.5,29.4,4.9,1.6,31,243.2,156.2,5.9,2.3,24.1,1.9,1.4,35.5,6.3,10.9,4.7,0,0,0,0,0,0,0,0,0,0,1.1,2.3,0,1.8,1,2.3,1.3,2,0.8,1.8,0.4,1.2,0.8,2.3,0.7,2.1,0,1.9,1,1.3,"Narok","Rift Valley","Narok","Narok",10986,1.23,13500,1,18.2,0.5,1678.1,0,25.1,226.2,144.2,6,2.5,21.9,2.3,0.7,33.9,5.2,0,0,0,0,0.5,2.5,0.4,2.5,1.3,2.2,0.9,1.6
"43-1985","1985","43",51388,1,18.3,1,1685.2,0,24.9,17.5,1.2,3216.7,0,23.9,18.3,0.7,1685.9,0,25.1,468.2,370.7,9,1.8,15.5,1.7,0,48.3,609.7,370.7,7.4,2.3,24.8,4.1,1.4,49.5,200.2,140.9,5.3,2.5,16.1,1.8,0.3,28.9,4.4,10.6,7.2,0,0,0,0,0,0,0,0,0,0,1,1.4,0,0.7,0.4,2.6,1.5,2,1.1,2.9,0.8,2.5,0.7,2.3,0.4,2.7,0,2.7,0.8,2.1,"Narok","Rift Valley","Narok","Narok",15699,1.62,25432,1,18.1,0.6,1661.1,0,24.9,243.2,156.2,5.9,2.3,24.1,1.9,1.4,35.5,4.7,0,0,0,0,0.8,2.3,0.7,2.1,0,1.9,1,1.3
"43-1986","1986","43",51388,1,18.7,1.2,1724.4,0,25.1,17.8,1.5,3269.2,0,23.9,19,0.9,1743.6,0,25.9,356.9,255.7,6,1.6,12.8,1,0.1,28.3,476,255.7,5.4,2.2,27.3,3.6,0.7,32.9,256.7,152.7,5.5,2.1,11.8,1.7,0,30.8,4.6,10.6,6.1,0,0,0,0,0,0,0,0,0,0,0.5,2.1,0,0.2,0.4,2.3,0.6,2,1.4,2.4,0.9,2.6,1.1,2.6,0.6,1.9,0.1,2.1,0.8,2.4,"Narok","Rift Valley","Narok","Narok",24676,2.25,55521,1,18.3,0.7,1685.9,0,25.1,200.2,140.9,5.3,2.5,16.1,1.8,0.3,28.9,7.2,0,0,0,0,0.7,2.3,0.4,2.7,0,2.7,0.8,2.1
"43-1987","1987","43",51388,1,19.4,1.2,1788,0,25.3,18.3,1.5,3370.3,0,24.4,19.4,0.7,1780.8,0,25.3,353.2,255.8,7,1.9,12.8,1.1,0,36.5,526,255.8,6.2,2.3,23.4,3.5,0.5,40.1,190.7,153,4.6,2.3,13.5,1.4,0.1,26.4,5.8,11.5,7.4,0,0,0,0,0,0,0,0,0,0,0.7,1.9,0,2.2,0.3,2.4,0.4,1.9,1.2,1.8,0.9,2.5,1.1,2.2,0.3,2.8,0.2,2.5,0.5,2.8,"Narok","Rift Valley","Narok","Narok",25949,1.1,28541,1,19,0.9,1743.6,0,25.9,256.7,152.7,5.5,2.1,11.8,1.7,0,30.8,6.1,0,0,0,0,1.1,2.6,0.6,1.9,0.1,2.1,0.8,2.4
"43-1988","1988","43",51388,1,18.9,1.1,1735.9,0,25.2,17.9,1.3,3302.7,0,24.4,18.3,0.6,1686.4,0,24.7,472.6,385,9,1.8,13.7,1.8,0.1,47.4,639.3,385,7.4,2.2,20.4,3.9,0.4,47.4,177.8,108,5.1,2.7,26.1,2.2,1.2,33.2,4.4,10.6,3.6,0,0,0,0,0,0,0,0,0,0,0.8,1.1,0,0.9,1,2.3,0.9,2,0.7,2.4,0.5,2.5,0.8,1.8,0.9,1.7,0.3,1.4,1,1.5,"Narok","Rift Valley","Narok","Narok",35500,2.7,95850,1,19.4,0.7,1780.8,0,25.3,190.7,153,4.6,2.3,13.5,1.4,0.1,26.4,7.4,0,0,0,0,1.1,2.2,0.3,2.8,0.2,2.5,0.5,2.8
"43-1989","1989","43",51388,1,18.2,0.9,1672.8,0,24.4,17.4,1.1,3198.6,0,23.7,18.4,0.6,1691.3,0,25.4,403.2,284.7,8,1.8,11.7,1.8,0,36.8,559.9,284.7,6.5,2.2,23.2,4.7,0.6,36.9,275.6,125.1,5.4,1.8,13.3,1.6,0.1,27.1,6.5,12,5.3,0,0,0,0,0,0,0,0,0,0,0.1,2.5,0.8,1.4,0.7,2.4,1.3,2.1,0.9,2.1,1.1,2.1,0.9,2,0.6,2.1,0.6,1.7,0.4,1.1,"Narok","Rift Valley","Narok","Narok",32300,3.6,116280,1,18.3,0.6,1686.4,0,24.7,177.8,108,5.1,2.7,26.1,2.2,1.2,33.2,3.6,0,0,0,0,0.8,1.8,0.9,1.7,0.3,1.4,1,1.5
